"Year","Quarter","Month","DayofMonth","DayOfWeek","FlightDate","UniqueCarrier","AirlineID","Carrier","TailNum","FlightNum","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Origin","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","Dest","DestCityName","DestState","DestStateFips","DestStateName","DestWac","CRSDepTime","DepTime","DepDelay","DepDelayMinutes","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrTime","ArrDelay","ArrDelayMinutes","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","Cancelled","CancellationCode","Diverted","CRSElapsedTime","ActualElapsedTime","AirTime","Flights","Distance","DistanceGroup","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","FirstDepTime","TotalAddGTime","LongestAddGTime","DivAirportLandings","DivReachedDest","DivActualElapsedTime","DivArrDelay","DivDistance","Div1Airport","Div1AirportID","Div1AirportSeqID","Div1WheelsOn","Div1TotalGTime","Div1LongestGTime","Div1WheelsOff","Div1TailNum","Div2Airport","Div2AirportID","Div2AirportSeqID","Div2WheelsOn","Div2TotalGTime","Div2LongestGTime","Div2WheelsOff","Div2TailNum","Div3Airport","Div3AirportID","Div3AirportSeqID","Div3WheelsOn","Div3TotalGTime","Div3LongestGTime","Div3WheelsOff","Div3TailNum","Div4Airport","Div4AirportID","Div4AirportSeqID","Div4WheelsOn","Div4TotalGTime","Div4LongestGTime","Div4WheelsOff","Div4TailNum","Div5Airport","Div5AirportID","Div5AirportSeqID","Div5WheelsOn","Div5TotalGTime","Div5LongestGTime","Div5WheelsOff","Div5TailNum",
2013,2,5,18,6,2013-05-18,"AA",19790,"AA","N920DN","1438",10397,1039705,30397,"JFK","Atlanta, GA","GA","13","Georgia",34,11278,1127802,30852,"SEA","Washington, DC","VA","51","Virginia",38,"2145","2142",-3.00,0.00,0.00,-1,"2100-2159",20.00,"2202","2324",7.00,"2331","2331",0.00,0.00,0.00,0,"2300-2359",0.00,"",0.00,106.00,109.00,82.00,1.00,547.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N910DN","1439",11278,1127802,30852,"DCA","Washington, DC","VA","51","Virginia",38,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1259","1253",-6.00,0.00,0.00,-1,"1200-1259",13.00,"1306","1426",6.00,"1448","1432",-16.00,0.00,0.00,-2,"1400-1459",0.00,"",0.00,109.00,99.00,80.00,1.00,547.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N137DL","1444",14771,1477101,32457,"SFO","San Francisco, CA","CA","06","California",91,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,"2359","2353",-6.00,0.00,0.00,-1,"2300-2359",29.00,"0022","0749",10.00,"0728","0759",31.00,31.00,1.00,2,"0700-0759",0.00,"",0.00,269.00,306.00,267.00,1.00,2079.00,9,0.00,0.00,31.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N6715C","1446",14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"0715","0730",15.00,15.00,1.00,1,"0700-0759",20.00,"0750","1356",12.00,"1350","1408",18.00,18.00,1.00,1,"1300-1359",0.00,"",0.00,215.00,218.00,186.00,1.00,1587.00,7,15.00,0.00,3.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N542US","1452",10140,1014002,30140,"ABQ","Albuquerque, NM","NM","35","New Mexico",86,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"0630","0628",-2.00,0.00,0.00,-1,"0600-0659",16.00,"0644","1117",7.00,"1124","1124",0.00,0.00,0.00,0,"1100-1159",0.00,"",0.00,174.00,176.00,153.00,1.00,1269.00,6,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N858NW","1453",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"0910","0927",17.00,17.00,1.00,1,"0900-0959",34.00,"1001","1059",5.00,"1055","1104",9.00,9.00,0.00,0,"1000-1059",0.00,"",0.00,225.00,217.00,178.00,1.00,1399.00,6,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N858NW","1453",14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,"1300","1257",-3.00,0.00,0.00,-1,"1300-1359",17.00,"1314","1800",3.00,"1814","1803",-11.00,0.00,0.00,-1,"1800-1859",0.00,"",0.00,194.00,186.00,166.00,1.00,1399.00,6,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N957DL","1456",14492,1449202,34492,"RDU","Raleigh/Durham, NC","NC","37","North Carolina",36,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"0600","0600",0.00,0.00,0.00,0,"0600-0659",12.00,"0612","0704",6.00,"0722","0710",-12.00,0.00,0.00,-1,"0700-0759",0.00,"",0.00,82.00,70.00,52.00,1.00,356.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N673DL","1457",14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"1440","1438",-2.00,0.00,0.00,-1,"1400-1459",19.00,"1457","1533",15.00,"1543","1548",5.00,5.00,0.00,0,"1500-1559",0.00,"",0.00,123.00,130.00,96.00,1.00,689.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N673DL","1457",14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,"1633","1638",5.00,5.00,0.00,0,"1600-1659",23.00,"1701","1927",10.00,"1926","1937",11.00,11.00,0.00,0,"1900-1959",0.00,"",0.00,113.00,119.00,86.00,1.00,689.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","D942DN","1458",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14635,1463502,31714,"RSW","Fort Myers, FL","FL","12","Florida",33,"1051","1050",-1.00,0.00,0.00,-1,"1000-1059",17.00,"1107","1218",4.00,"1235","1222",-13.00,0.00,0.00,-1,"1200-1259",0.00,"",0.00,104.00,92.00,71.00,1.00,515.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N681DA","1460",13303,1330303,32467,"MIA","Miami, FL","FL","12","Florida",33,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"0745","0744",-1.00,0.00,0.00,-1,"0700-0759",16.00,"0800","0922",11.00,"0943","0933",-10.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,118.00,109.00,82.00,1.00,594.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N727TW","1461",12478,1247802,31703,"JFK","New York, NY","NY","36","New York",22,12892,1289203,32575,"LAX","Los Angeles, CA","CA","06","California",91,"1600","1557",-3.00,0.00,0.00,-1,"1600-1659",25.00,"1622","1837",5.00,"1915","1842",-33.00,0.00,0.00,-2,"1900-1959",0.00,"",0.00,375.00,345.00,315.00,1.00,2475.00,10,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N959DL","1462",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13495,1349503,33495,"MSY","New Orleans, LA","LA","22","Louisiana",72,"1055","1052",-3.00,0.00,0.00,-1,"1000-1059",18.00,"1110","1115",7.00,"1134","1122",-12.00,0.00,0.00,-1,"1100-1159",0.00,"",0.00,99.00,90.00,65.00,1.00,425.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N959DL","1462",13495,1349503,33495,"MSY","New Orleans, LA","LA","22","Louisiana",72,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1230","1230",0.00,0.00,0.00,0,"1200-1259",13.00,"1243","1448",18.00,"1500","1506",6.00,6.00,0.00,0,"1500-1559",0.00,"",0.00,90.00,96.00,65.00,1.00,425.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N962DL","1463",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,11278,1127802,30852,"DCA","Washington, DC","VA","51","Virginia",38,"1120","1116",-4.00,0.00,0.00,-1,"1100-1159",18.00,"1134","1300",5.00,"1306","1305",-1.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,106.00,109.00,86.00,1.00,547.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N962DL","1463",11278,1127802,30852,"DCA","Washington, DC","VA","51","Virginia",38,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1400","1358",-2.00,0.00,0.00,-1,"1400-1459",21.00,"1419","1537",8.00,"1552","1545",-7.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,112.00,107.00,78.00,1.00,547.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N338NW","1464",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,11278,1127802,30852,"DCA","Washington, DC","VA","51","Virginia",38,"0730","0741",11.00,11.00,0.00,0,"0700-0759",13.00,"0754","1051",4.00,"1053","1055",2.00,2.00,0.00,0,"1000-1059",0.00,"",0.00,143.00,134.00,117.00,1.00,931.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N624AG","1465",12478,1247802,31703,"JFK","New York, NY","NY","36","New York",22,14771,1477101,32457,"SFO","San Francisco, CA","CA","06","California",91,"1900","1907",7.00,7.00,0.00,0,"1900-1959",36.00,"1943","2253",6.00,"2250","2259",9.00,9.00,0.00,0,"2200-2259",0.00,"",0.00,410.00,412.00,370.00,1.00,2586.00,11,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N694DL","1467",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14679,1467903,33570,"SAN","San Diego, CA","CA","06","California",91,"1645","1649",4.00,4.00,0.00,0,"1600-1659",20.00,"1709","1822",4.00,"1827","1826",-1.00,0.00,0.00,-1,"1800-1859",0.00,"",0.00,282.00,277.00,253.00,1.00,1892.00,8,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N347NW","1468",13204,1320402,31454,"MCO","Orlando, FL","FL","12","Florida",33,11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,"1620","1614",-6.00,0.00,0.00,-1,"1600-1659",11.00,"1625","1810",3.00,"1830","1813",-17.00,0.00,0.00,-2,"1800-1859",0.00,"",0.00,130.00,119.00,105.00,1.00,757.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N900PC","1469",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13204,1320402,31454,"MCO","Orlando, FL","FL","12","Florida",33,"2030","2035",5.00,5.00,0.00,0,"2000-2059",16.00,"2051","2150",5.00,"2159","2155",-4.00,0.00,0.00,-1,"2100-2159",0.00,"",0.00,89.00,80.00,59.00,1.00,404.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N360NW","1470",14893,1489302,33192,"SMF","Sacramento, CA","CA","06","California",91,14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,"0605","0559",-6.00,0.00,0.00,-1,"0600-0659",12.00,"0611","0821",7.00,"0843","0828",-15.00,0.00,0.00,-1,"0800-0859",0.00,"",0.00,98.00,89.00,70.00,1.00,532.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N972DL","1472",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,15304,1530402,33195,"TPA","Tampa, FL","FL","12","Florida",33,"0835","0829",-6.00,0.00,0.00,-1,"0800-0859",13.00,"0842","0940",5.00,"1000","0945",-15.00,0.00,0.00,-1,"1000-1059",0.00,"",0.00,85.00,76.00,58.00,1.00,406.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N972DL","1472",15304,1530402,33195,"TPA","Tampa, FL","FL","12","Florida",33,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1100","1053",-7.00,0.00,0.00,-1,"1100-1159",15.00,"1108","1217",5.00,"1229","1222",-7.00,0.00,0.00,-1,"1200-1259",0.00,"",0.00,89.00,89.00,69.00,1.00,406.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N955DL","1474",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,11042,1104202,30647,"CLE","Cleveland, OH","OH","39","Ohio",44,"0930","0926",-4.00,0.00,0.00,-1,"0900-0959",12.00,"0938","1055",4.00,"1116","1059",-17.00,0.00,0.00,-2,"1100-1159",0.00,"",0.00,106.00,93.00,77.00,1.00,554.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N955DL","1474",11042,1104202,30647,"CLE","Cleveland, OH","OH","39","Ohio",44,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1300","1256",-4.00,0.00,0.00,-1,"1300-1359",13.00,"1309","1433",8.00,"1447","1441",-6.00,0.00,0.00,-1,"1400-1459",0.00,"",0.00,107.00,105.00,84.00,1.00,554.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N918DL","1475",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14685,1468502,34685,"SAV","Savannah, GA","GA","13","Georgia",34,"1625","1625",0.00,0.00,0.00,0,"1600-1659",24.00,"1649","1729",39.00,"1737","1808",31.00,31.00,1.00,2,"1700-1759",0.00,"",0.00,72.00,103.00,40.00,1.00,214.00,1,0.00,0.00,31.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N918DL","1475",14685,1468502,34685,"SAV","Savannah, GA","GA","13","Georgia",34,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1817","1901",44.00,44.00,1.00,2,"1800-1859",13.00,"1914","1954",11.00,"1933","2005",32.00,32.00,1.00,2,"1900-1959",0.00,"",0.00,76.00,64.00,40.00,1.00,214.00,1,4.00,6.00,0.00,0.00,22.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N332NW","1476",11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,"1345","1343",-2.00,0.00,0.00,-1,"1300-1359",10.00,"1353","1417",3.00,"1439","1420",-19.00,0.00,0.00,-2,"1400-1459",0.00,"",0.00,114.00,97.00,84.00,1.00,528.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N660DL","1477",13930,1393002,30977,"ORD","Chicago, IL","IL","17","Illinois",41,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"0715","0713",-2.00,0.00,0.00,-1,"0700-0759",22.00,"0735","1001",7.00,"1009","1008",-1.00,0.00,0.00,-1,"1000-1059",0.00,"",0.00,114.00,115.00,86.00,1.00,606.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N316NB","1478",14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,10713,1071302,30713,"BOI","Boise, ID","ID","16","Idaho",83,"1704","1700",-4.00,0.00,0.00,-1,"1700-1759",13.00,"1713","1756",3.00,"1812","1759",-13.00,0.00,0.00,-1,"1800-1859",0.00,"",0.00,68.00,59.00,43.00,1.00,290.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N680DA","1479",11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,"0842","0852",10.00,10.00,0.00,0,"0800-0859",22.00,"0914","0954",8.00,"1008","1002",-6.00,0.00,0.00,-1,"1000-1059",0.00,"",0.00,266.00,250.00,220.00,1.00,1749.00,7,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N319US","1481",11986,1198603,31986,"GRR","Grand Rapids, MI","MI","26","Michigan",43,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,"0700","0657",-3.00,0.00,0.00,-1,"0700-0759",11.00,"0708","0736",8.00,"0754","0744",-10.00,0.00,0.00,-1,"0700-0759",0.00,"",0.00,54.00,47.00,28.00,1.00,120.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N309DE","1482",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,11624,1162402,31624,"EYW","Key West, FL","FL","12","Florida",33,"1205","1200",-5.00,0.00,0.00,-1,"1200-1259",11.00,"1211","1335",2.00,"1353","1337",-16.00,0.00,0.00,-2,"1300-1359",0.00,"",0.00,108.00,97.00,84.00,1.00,646.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N309DE","1482",11624,1162402,31624,"EYW","Key West, FL","FL","12","Florida",33,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1435","1429",-6.00,0.00,0.00,-1,"1400-1459",8.00,"1437","1627",11.00,"1633","1638",5.00,5.00,0.00,0,"1600-1659",0.00,"",0.00,118.00,129.00,110.00,1.00,646.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N355NW","1483",14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,"0836","0828",-8.00,0.00,0.00,-1,"0800-0859",20.00,"0848","0847",5.00,"0859","0852",-7.00,0.00,0.00,-1,"0800-0859",0.00,"",0.00,83.00,84.00,59.00,1.00,368.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N958DL","1484",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14685,1468502,34685,"SAV","Savannah, GA","GA","13","Georgia",34,"2045","2042",-3.00,0.00,0.00,-1,"2000-2059",21.00,"2103","2139",9.00,"2152","2148",-4.00,0.00,0.00,-1,"2100-2159",0.00,"",0.00,67.00,66.00,36.00,1.00,214.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N904DL","1485",12953,1295302,31703,"LGA","New York, NY","NY","36","New York",22,13204,1320402,31454,"MCO","Orlando, FL","FL","12","Florida",33,"1925","1915",-10.00,0.00,0.00,-1,"1900-1959",19.00,"1934","2144",8.00,"2217","2152",-25.00,0.00,0.00,-2,"2200-2259",0.00,"",0.00,172.00,157.00,130.00,1.00,950.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N395DN","1486",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,12953,1295302,31703,"LGA","New York, NY","NY","36","New York",22,"0640","0639",-1.00,0.00,0.00,-1,"0600-0659",17.00,"0656","0837",4.00,"0854","0841",-13.00,0.00,0.00,-1,"0800-0859",0.00,"",0.00,134.00,122.00,101.00,1.00,762.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N943DN","1487",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,13198,1319801,33198,"MCI","Kansas City, MO","MO","29","Missouri",64,"1945","2004",19.00,19.00,1.00,1,"1900-1959",14.00,"2018","2117",6.00,"2114","2123",9.00,9.00,0.00,0,"2100-2159",0.00,"",0.00,89.00,79.00,59.00,1.00,393.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N939DN","1488",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,11884,1188402,31884,"GEG","Spokane, WA","WA","53","Washington",93,"1135","1134",-1.00,0.00,0.00,-1,"1100-1159",15.00,"1149","1222",4.00,"1235","1226",-9.00,0.00,0.00,-1,"1200-1259",0.00,"",0.00,180.00,172.00,153.00,1.00,1175.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N939DN","1488",11884,1188402,31884,"GEG","Spokane, WA","WA","53","Washington",93,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,"1335","1332",-3.00,0.00,0.00,-1,"1300-1359",20.00,"1352","1817",5.00,"1820","1822",2.00,2.00,0.00,0,"1800-1859",0.00,"",0.00,165.00,170.00,145.00,1.00,1175.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N921DL","1489",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,"1452","1450",-2.00,0.00,0.00,-1,"1400-1459",13.00,"1503","1538",4.00,"1609","1542",-27.00,0.00,0.00,-2,"1600-1659",0.00,"",0.00,137.00,112.00,95.00,1.00,689.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N921DL","1489",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1650","1643",-7.00,0.00,0.00,-1,"1600-1659",29.00,"1712","1945",14.00,"1953","1959",6.00,6.00,0.00,0,"1900-1959",0.00,"",0.00,123.00,136.00,93.00,1.00,689.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2013,2,5,18,6,2013-05-18,"DL",19790,"DL","N667DN","1490",11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,"1520","1517",-3.00,0.00,0.00,-1,"1500-1559",11.00,"1528","1620",6.00,"1646","1626",-20.00,0.00,0.00,-2,"1600-1659",0.00,"",0.00,266.00,249.00,232.00,1.00,1749.00,7,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
